### Starting TaskPrologue of job 1225987 on tg097 at Sat Sep 20 04:58:48 PM CEST 2025
Running on cores 0-7,40-63 with governor ondemand
Sat Sep 20 16:58:48 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.65.06              Driver Version: 580.65.06      CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-40GB          On  |   00000000:01:00.0 Off |                    0 |
| N/A   43C    P0             55W /  400W |       0MiB /  40960MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
### Finished TaskPrologue

Activating virtual environment at /home/hpc/iwi5/iwi5346h/LLM-SE_FAU/llm-env
Using Python: /home/hpc/iwi5/iwi5346h/LLM-SE_FAU/llm-env/bin/python
Using pip: /home/hpc/iwi5/iwi5346h/LLM-SE_FAU/llm-env/bin/pip
Starting training script with dataset: /home/hpc/iwi5/iwi5346h/LLM-SE_FAU/data/SysMLv2_data_v1.1.csv
🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
🦥 Unsloth Zoo will now patch everything to make training faster!
==((====))==  Unsloth 2025.8.6: Fast Qwen2 patching. Transformers: 4.55.2.
   \\   /|    NVIDIA A100-SXM4-40GB. Num GPUs = 1. Max memory: 39.494 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.8.0+cu128. CUDA: 8.0. CUDA Toolkit: 12.8. Triton: 3.4.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.32.post2. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
Setting up trainer...
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': 1.7999, 'grad_norm': 0.2280125468969345, 'learning_rate': 9e-05, 'epoch': 0.18}
{'loss': 0.9396, 'grad_norm': 0.44204941391944885, 'learning_rate': 0.00016625000000000003, 'epoch': 3.68}
{'loss': 0.9096, 'grad_norm': 0.44089165329933167, 'learning_rate': 0.00016446428571428572, 'epoch': 3.86}
{'loss': 0.8659, 'grad_norm': 0.35723650455474854, 'learning_rate': 0.00016267857142857143, 'epoch': 4.04}
{'loss': 0.8488, 'grad_norm': 0.5754784345626831, 'learning_rate': 0.00016089285714285714, 'epoch': 4.21}
{'loss': 0.8234, 'grad_norm': 0.4838128387928009, 'learning_rate': 0.00015910714285714286, 'epoch': 4.39}
{'loss': 0.7877, 'grad_norm': 0.47407102584838867, 'learning_rate': 0.00015732142857142857, 'epoch': 4.56}
{'loss': 0.8868, 'grad_norm': 0.5593189001083374, 'learning_rate': 0.00015553571428571428, 'epoch': 4.74}
{'loss': 0.875, 'grad_norm': 0.4166930913925171, 'learning_rate': 0.00015375000000000002, 'epoch': 4.91}
{'loss': 0.7973, 'grad_norm': 0.7442374229431152, 'learning_rate': 0.0001519642857142857, 'epoch': 5.09}
{'loss': 0.7763, 'grad_norm': 0.6344904899597168, 'learning_rate': 0.00015017857142857142, 'epoch': 5.26}
{'loss': 0.7292, 'grad_norm': 0.650679349899292, 'learning_rate': 0.00014839285714285716, 'epoch': 5.44}
{'loss': 0.7952, 'grad_norm': 0.5503530502319336, 'learning_rate': 0.00014660714285714285, 'epoch': 5.61}
{'loss': 0.7992, 'grad_norm': 0.5352489948272705, 'learning_rate': 0.00014482142857142856, 'epoch': 5.79}
{'loss': 0.7983, 'grad_norm': 0.475565642118454, 'learning_rate': 0.0001430357142857143, 'epoch': 5.96}
{'loss': 0.7349, 'grad_norm': 0.5834313035011292, 'learning_rate': 0.00014125000000000002, 'epoch': 6.14}
{'loss': 0.7102, 'grad_norm': 0.5155742168426514, 'learning_rate': 0.0001394642857142857, 'epoch': 6.32}
{'loss': 0.6716, 'grad_norm': 0.6185632944107056, 'learning_rate': 0.00013767857142857145, 'epoch': 6.49}
{'loss': 0.7442, 'grad_norm': 0.6517416834831238, 'learning_rate': 0.00013589285714285716, 'epoch': 6.67}
{'loss': 0.7335, 'grad_norm': 0.6953185200691223, 'learning_rate': 0.00013410714285714284, 'epoch': 6.84}
{'loss': 0.686, 'grad_norm': 0.48927509784698486, 'learning_rate': 0.00013232142857142859, 'epoch': 7.02}
{'loss': 0.6381, 'grad_norm': 0.8481348156929016, 'learning_rate': 0.0001305357142857143, 'epoch': 7.19}
{'loss': 0.612, 'grad_norm': 0.651507556438446, 'learning_rate': 0.00012875, 'epoch': 7.37}
{'loss': 0.658, 'grad_norm': 0.5898299217224121, 'learning_rate': 0.00012696428571428573, 'epoch': 7.54}
{'loss': 0.6623, 'grad_norm': 0.8490511775016785, 'learning_rate': 0.00012517857142857144, 'epoch': 7.72}
{'loss': 0.7303, 'grad_norm': 0.755919873714447, 'learning_rate': 0.00012339285714285715, 'epoch': 7.89}
{'loss': 0.5924, 'grad_norm': 0.4520717263221741, 'learning_rate': 0.00012160714285714285, 'epoch': 8.07}
{'loss': 0.6199, 'grad_norm': 0.7194879055023193, 'learning_rate': 0.00011982142857142858, 'epoch': 8.25}
{'loss': 0.616, 'grad_norm': 0.9142073392868042, 'learning_rate': 0.0001180357142857143, 'epoch': 8.42}
{'loss': 0.5933, 'grad_norm': 0.9894784688949585, 'learning_rate': 0.00011625000000000002, 'epoch': 8.6}
{'loss': 0.5759, 'grad_norm': 0.8648049831390381, 'learning_rate': 0.0001144642857142857, 'epoch': 8.77}
{'loss': 0.6311, 'grad_norm': 0.6687209010124207, 'learning_rate': 0.00011267857142857143, 'epoch': 8.95}
{'loss': 0.5457, 'grad_norm': 0.8213880658149719, 'learning_rate': 0.00011089285714285715, 'epoch': 9.12}
{'loss': 0.5252, 'grad_norm': 0.8715960383415222, 'learning_rate': 0.00010910714285714285, 'epoch': 9.3}
{'loss': 0.5452, 'grad_norm': 0.832667887210846, 'learning_rate': 0.00010732142857142857, 'epoch': 9.47}
{'loss': 0.5291, 'grad_norm': 0.9207820296287537, 'learning_rate': 0.00010553571428571429, 'epoch': 9.65}
{'loss': 0.5675, 'grad_norm': 0.9001818299293518, 'learning_rate': 0.00010375000000000001, 'epoch': 9.82}
{'loss': 0.5655, 'grad_norm': 0.8969029188156128, 'learning_rate': 0.00010196428571428571, 'epoch': 10.0}
{'loss': 0.4829, 'grad_norm': 0.751368522644043, 'learning_rate': 0.00010017857142857143, 'epoch': 10.18}
{'loss': 0.468, 'grad_norm': 1.0795031785964966, 'learning_rate': 9.839285714285714e-05, 'epoch': 10.35}
{'loss': 0.469, 'grad_norm': 1.095534086227417, 'learning_rate': 9.660714285714287e-05, 'epoch': 10.53}
{'loss': 0.5088, 'grad_norm': 0.8382300138473511, 'learning_rate': 9.482142857142857e-05, 'epoch': 10.7}
{'loss': 0.5173, 'grad_norm': 0.9902698993682861, 'learning_rate': 9.30357142857143e-05, 'epoch': 10.88}
{'loss': 0.5251, 'grad_norm': 1.0806375741958618, 'learning_rate': 9.125e-05, 'epoch': 11.05}
{'loss': 0.4388, 'grad_norm': 1.174233317375183, 'learning_rate': 8.946428571428572e-05, 'epoch': 11.23}
{'loss': 0.4607, 'grad_norm': 0.8001428842544556, 'learning_rate': 8.767857142857144e-05, 'epoch': 11.4}
{'loss': 0.4411, 'grad_norm': 0.7418030500411987, 'learning_rate': 8.589285714285714e-05, 'epoch': 11.58}
{'loss': 0.4282, 'grad_norm': 0.990286111831665, 'learning_rate': 8.410714285714286e-05, 'epoch': 11.75}
{'loss': 0.4622, 'grad_norm': 0.7957865595817566, 'learning_rate': 8.232142857142858e-05, 'epoch': 11.93}
{'loss': 0.4385, 'grad_norm': 0.8520281910896301, 'learning_rate': 8.053571428571429e-05, 'epoch': 12.11}
{'loss': 0.4013, 'grad_norm': 0.7087230086326599, 'learning_rate': 7.875e-05, 'epoch': 12.28}
{'loss': 0.4189, 'grad_norm': 1.1509835720062256, 'learning_rate': 7.696428571428572e-05, 'epoch': 12.46}
{'loss': 0.3867, 'grad_norm': 1.123544692993164, 'learning_rate': 7.517857142857143e-05, 'epoch': 12.63}
{'loss': 0.4073, 'grad_norm': 1.1724013090133667, 'learning_rate': 7.339285714285714e-05, 'epoch': 12.81}
{'loss': 0.4099, 'grad_norm': 0.849681556224823, 'learning_rate': 7.160714285714286e-05, 'epoch': 12.98}
{'loss': 0.3467, 'grad_norm': 1.2804151773452759, 'learning_rate': 6.982142857142857e-05, 'epoch': 13.16}
{'loss': 0.3768, 'grad_norm': 1.0344401597976685, 'learning_rate': 6.80357142857143e-05, 'epoch': 13.33}
{'loss': 0.3616, 'grad_norm': 1.0109927654266357, 'learning_rate': 6.625e-05, 'epoch': 13.51}
{'loss': 0.3574, 'grad_norm': 0.9726894497871399, 'learning_rate': 6.446428571428572e-05, 'epoch': 13.68}
{'loss': 0.3717, 'grad_norm': 0.8673917055130005, 'learning_rate': 6.267857142857142e-05, 'epoch': 13.86}
{'loss': 0.3838, 'grad_norm': 0.7091885209083557, 'learning_rate': 6.089285714285714e-05, 'epoch': 14.04}
{'loss': 0.3142, 'grad_norm': 0.9295395016670227, 'learning_rate': 5.910714285714286e-05, 'epoch': 14.21}
{'loss': 0.3326, 'grad_norm': 1.2533903121948242, 'learning_rate': 5.732142857142857e-05, 'epoch': 14.39}
{'loss': 0.3333, 'grad_norm': 0.929219126701355, 'learning_rate': 5.553571428571429e-05, 'epoch': 14.56}
{'loss': 0.3397, 'grad_norm': 1.0653914213180542, 'learning_rate': 5.375e-05, 'epoch': 14.74}
{'loss': 0.3508, 'grad_norm': 1.1770055294036865, 'learning_rate': 5.196428571428572e-05, 'epoch': 14.91}
{'loss': 0.3074, 'grad_norm': 0.797067403793335, 'learning_rate': 5.017857142857143e-05, 'epoch': 15.09}
{'loss': 0.302, 'grad_norm': 1.0211273431777954, 'learning_rate': 4.8392857142857146e-05, 'epoch': 15.26}
{'loss': 0.3273, 'grad_norm': 1.1115490198135376, 'learning_rate': 4.660714285714286e-05, 'epoch': 15.44}
{'loss': 0.3131, 'grad_norm': 0.9296733736991882, 'learning_rate': 4.482142857142857e-05, 'epoch': 15.61}
{'loss': 0.2946, 'grad_norm': 0.9933419823646545, 'learning_rate': 4.303571428571429e-05, 'epoch': 15.79}
{'loss': 0.3026, 'grad_norm': 1.4458495378494263, 'learning_rate': 4.125e-05, 'epoch': 15.96}
{'loss': 0.2739, 'grad_norm': 1.0556917190551758, 'learning_rate': 3.946428571428571e-05, 'epoch': 16.14}
{'loss': 0.2846, 'grad_norm': 1.1876558065414429, 'learning_rate': 3.767857142857143e-05, 'epoch': 16.32}
{'loss': 0.2484, 'grad_norm': 1.019288182258606, 'learning_rate': 3.589285714285715e-05, 'epoch': 16.49}
{'loss': 0.2957, 'grad_norm': 1.1877572536468506, 'learning_rate': 3.410714285714286e-05, 'epoch': 16.67}
{'loss': 0.2885, 'grad_norm': 0.9388256072998047, 'learning_rate': 3.2321428571428574e-05, 'epoch': 16.84}
{'loss': 0.2748, 'grad_norm': 0.7752958536148071, 'learning_rate': 3.053571428571429e-05, 'epoch': 17.02}
{'loss': 0.2374, 'grad_norm': 0.8953903913497925, 'learning_rate': 2.8749999999999997e-05, 'epoch': 17.19}
{'loss': 0.252, 'grad_norm': 1.191631555557251, 'learning_rate': 2.6964285714285714e-05, 'epoch': 17.37}
{'loss': 0.2573, 'grad_norm': 1.2207159996032715, 'learning_rate': 2.5178571428571428e-05, 'epoch': 17.54}
{'loss': 0.2658, 'grad_norm': 1.032786250114441, 'learning_rate': 2.3392857142857145e-05, 'epoch': 17.72}
{'loss': 0.27, 'grad_norm': 1.091255784034729, 'learning_rate': 2.1607142857142858e-05, 'epoch': 17.89}
{'loss': 0.2776, 'grad_norm': 1.1500111818313599, 'learning_rate': 1.982142857142857e-05, 'epoch': 18.07}
{'loss': 0.2312, 'grad_norm': 1.0549482107162476, 'learning_rate': 1.8035714285714285e-05, 'epoch': 18.25}
{'loss': 0.2339, 'grad_norm': 0.7827621102333069, 'learning_rate': 1.6250000000000002e-05, 'epoch': 18.42}
{'loss': 0.2585, 'grad_norm': 1.2056963443756104, 'learning_rate': 1.4464285714285717e-05, 'epoch': 18.6}
{'loss': 0.2292, 'grad_norm': 0.8517229557037354, 'learning_rate': 1.2678571428571429e-05, 'epoch': 18.77}
{'loss': 0.2389, 'grad_norm': 0.8548018336296082, 'learning_rate': 1.0892857142857144e-05, 'epoch': 18.95}
{'loss': 0.2598, 'grad_norm': 0.9226800203323364, 'learning_rate': 9.107142857142858e-06, 'epoch': 19.12}
{'loss': 0.2162, 'grad_norm': 0.9643757939338684, 'learning_rate': 7.321428571428572e-06, 'epoch': 19.3}
{'loss': 0.2364, 'grad_norm': 1.2161716222763062, 'learning_rate': 5.535714285714285e-06, 'epoch': 19.47}
{'loss': 0.2277, 'grad_norm': 0.79900062084198, 'learning_rate': 3.75e-06, 'epoch': 19.65}
{'loss': 0.2325, 'grad_norm': 1.020587682723999, 'learning_rate': 1.9642857142857144e-06, 'epoch': 19.82}
{'loss': 0.2386, 'grad_norm': 1.1460307836532593, 'learning_rate': 1.7857142857142858e-07, 'epoch': 20.0}
{'train_runtime': 5494.7237, 'train_samples_per_second': 3.316, 'train_steps_per_second': 0.207, 'train_loss': 0.5946646537697106, 'epoch': 20.0}
==((====))==  Unsloth 2025.8.6: Fast Qwen2 patching. Transformers: 4.55.2.
   \\   /|    NVIDIA A100-SXM4-40GB. Num GPUs = 1. Max memory: 39.494 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.8.0+cu128. CUDA: 8.0. CUDA Toolkit: 12.8. Triton: 3.4.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.32.post2. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
Unsloth: Merging 4bit and LoRA weights to 16bit...
Unsloth: Will use up to 404.43 out of 503.7 RAM for saving.
Unsloth: Saving model... This might take 5 minutes ...
Unsloth: Saving tokenizer... Done.
Done.
==((====))==  Unsloth: Conversion from QLoRA to GGUF information
   \\   /|    [0] Installing llama.cpp might take 3 minutes.
O^O/ \_/ \    [1] Converting HF to GGUF 16bits might take 3 minutes.
\        /    [2] Converting GGUF 16bits to ['q4_k_m'] might take 10 minutes each.
 "-____-"     In total, you will have to wait at least 16 minutes.

Unsloth: Installing llama.cpp. This might take 3 minutes...
Unsloth: [1] Converting model at ./SysML-V2-Qwen2.5-Coder-7B-Instruct into bf16 GGUF format.
The output location will be /home/hpc/iwi5/iwi5346h/LLM-SE_FAU/SysML-V2-Qwen2.5-Coder-7B-Instruct/unsloth.BF16.gguf
This might take 3 minutes...
INFO:hf-to-gguf:Loading model: SysML-V2-Qwen2.5-Coder-7B-Instruct
INFO:hf-to-gguf:Model architecture: Qwen2ForCausalLM
INFO:gguf.gguf_writer:gguf: This GGUF file is for Little Endian only
INFO:hf-to-gguf:Exporting model...
INFO:hf-to-gguf:gguf: loading model weight map from 'model.safetensors.index.json'
INFO:hf-to-gguf:gguf: loading model part 'model-00001-of-00004.safetensors'
INFO:hf-to-gguf:token_embd.weight,         torch.bfloat16 --> BF16, shape = {3584, 152064}
INFO:hf-to-gguf:blk.0.attn_norm.weight,    torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.0.ffn_down.weight,     torch.bfloat16 --> BF16, shape = {18944, 3584}
INFO:hf-to-gguf:blk.0.ffn_gate.weight,     torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.0.ffn_up.weight,       torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.0.ffn_norm.weight,     torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.0.attn_k.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.0.attn_k.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.0.attn_output.weight,  torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.0.attn_q.bias,         torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.0.attn_q.weight,       torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.0.attn_v.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.0.attn_v.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.1.attn_norm.weight,    torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.1.ffn_down.weight,     torch.bfloat16 --> BF16, shape = {18944, 3584}
INFO:hf-to-gguf:blk.1.ffn_gate.weight,     torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.1.ffn_up.weight,       torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.1.ffn_norm.weight,     torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.1.attn_k.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.1.attn_k.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.1.attn_output.weight,  torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.1.attn_q.bias,         torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.1.attn_q.weight,       torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.1.attn_v.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.1.attn_v.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.2.attn_norm.weight,    torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.2.ffn_down.weight,     torch.bfloat16 --> BF16, shape = {18944, 3584}
INFO:hf-to-gguf:blk.2.ffn_gate.weight,     torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.2.ffn_up.weight,       torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.2.ffn_norm.weight,     torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.2.attn_k.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.2.attn_k.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.2.attn_output.weight,  torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.2.attn_q.bias,         torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.2.attn_q.weight,       torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.2.attn_v.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.2.attn_v.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.3.attn_norm.weight,    torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.3.ffn_down.weight,     torch.bfloat16 --> BF16, shape = {18944, 3584}
INFO:hf-to-gguf:blk.3.ffn_gate.weight,     torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.3.ffn_up.weight,       torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.3.ffn_norm.weight,     torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.3.attn_k.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.3.attn_k.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.3.attn_output.weight,  torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.3.attn_q.bias,         torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.3.attn_q.weight,       torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.3.attn_v.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.3.attn_v.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.4.attn_norm.weight,    torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.4.ffn_down.weight,     torch.bfloat16 --> BF16, shape = {18944, 3584}
INFO:hf-to-gguf:blk.4.ffn_gate.weight,     torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.4.ffn_up.weight,       torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.4.ffn_norm.weight,     torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.4.attn_k.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.4.attn_k.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.4.attn_output.weight,  torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.4.attn_q.bias,         torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.4.attn_q.weight,       torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.4.attn_v.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.4.attn_v.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.5.attn_norm.weight,    torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.5.ffn_down.weight,     torch.bfloat16 --> BF16, shape = {18944, 3584}
INFO:hf-to-gguf:blk.5.ffn_gate.weight,     torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.5.ffn_up.weight,       torch.bfloat16 --> BF16, shape = {3584, 18944}
INFO:hf-to-gguf:blk.5.ffn_norm.weight,     torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.5.attn_k.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.5.attn_k.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.5.attn_output.weight,  torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.5.attn_q.bias,         torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.5.attn_q.weight,       torch.bfloat16 --> BF16, shape = {3584, 3584}
INFO:hf-to-gguf:blk.5.attn_v.bias,         torch.bfloat16 --> F32, shape = {512}
INFO:hf-to-gguf:blk.5.attn_v.weight,       torch.bfloat16 --> BF16, shape = {3584, 512}
INFO:hf-to-gguf:blk.6.attn_norm.weight,    torch.bfloat16 --> F32, shape = {3584}
INFO:hf-to-gguf:blk.6.ffn_down.weight,     torch.bfloat16 --> BF16, shape = {18944, 3584}
